address_id,polling_place_county,polling_place_name,polling_place_address_full,polling_place_address_line_1,polling_place_address_city,polling_place_address_state,polling_place_address_zip,image_url,hours_advanced_polling,Latitude,Longitude,status,date_added,date_removed
83 S OAK ST_BAXLEY_GA_31513,APPLING,APPLING COUNTY ELECTIONS OFFICE,"83 S Oak St, Baxley, GA 31513",83 S Oak St,Baxley,GA,31513,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/83%20Oak%20St%2C%20Baxley%2C%20GA%2031513/street_view/dba85eaf52205e7d5b8a73bb1c6d3d96fb8ee241d8941a08811a3f7465e0ec8a.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),31.7760832,-82.3448333,,,
664 AUSTIN AVE E_PEARSON_GA_31642,ATKINSON,ATKINSON COUNTY BOARD OF ELECTION,"664 Austin Ave E, Pearson, GA 31642",664 Austin Ave E,Pearson,GA,31642,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/664%20E%20Austin%20Ave%2C%20Pearson%2C%20GA%2031642/places_api/96ff15e812475bc32fbb8b4cdd324b74bfbeb30b093f7abb8ce13d3eb12fd6c3.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),31.2931584,-82.842988,,,
232 W 12TH ST_ALMA_GA_31510,BACON,BACON COUNTY ELECTIONS OFFICE,"232 West 12Th Street, Alma, GA 31510",232 W 12th St,Alma,GA,31510,https://storage.googleapis.com/movement_labs_public2/images/232%20WEST%2012TH%20STREET%2C%20ALMA%2C%20GA%2031510/3/polling_street.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),31.5414452,-82.4650509,,,
439 GA HWY 91 NW_NEWTON_GA_39870,BAKER,BAKER COUNTY BOARD OF COMMISSIONS,"439 Ga Hwy 91 Nw, Newton, GA 39870",439 Ga Hwy 91 NW,Newton,GA,39870,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/439%20GA-91%2C%20Newton%2C%20GA%2039870/street_view/e548d4f481bd5e6776f3f699fa1b834f3f1b69a8f0f6f9217e3bbe96d0bd0fdf.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),31.326436,-84.339978,,,
"1601 N COLUMBIA ST, STE 110_MILLEDGEVILLE_GA_31061",BALDWIN,REGISTRATION & ELECTIONS OFFICE,"1601 N Columbia St  Suite 110, Milledgeville, GA 31061","1601 N Columbia St, Ste 110",Milledgeville,GA,31061,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1601%20N%20Columbia%20St%20%23110%2C%20Milledgeville%2C%20GA%2031061/places_api/fd5ba913cf35b8b83646df9c2508e3685824331c810be77081d8095e608f29c9.jpg,05/11/2026 - 05/15/2026 8:30 AM - 4:00 PM (Advanced Polling Location),33.0987264,-83.2427837,,,
226 CANDLER ST_HOMER_GA_30547,BANKS,ELECTIONS & REGISTRATION OFFICE,"226 Candler Street, Homer, GA 30547",226 Candler St,Homer,GA,30547,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/226%20Candler%20St%2C%20Homer%2C%20GA%2030547/street_view/af26e994d653dfdb46dbc2682d558c8304cf9de01f77d439e8df183f0af6d16a.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),34.335437,-83.4974345,,,
233 E BROAD ST_WINDER_GA_30680,BARROW,BARROW COUNTY ELECTIONS OFFICE,"233 E. Broad St, Winder, GA 30680",233 E Broad St,Winder,GA,30680,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/233%20E.%20BROAD%20ST%2C%20WINDER%2C%20GA%2C%2030680.png,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),33.9977319,-83.7093691,,,
1300 JOE FRANK HARRIS PWY_CARTERSVILLE_GA_30120,BARTOW,REGISTRATION OFFICE,"1300 Joe Frank Harris Pwy, Cartersville, GA 30120",1300 Joe Frank Harris Pwy,Cartersville,GA,30120,https://storage.googleapis.com/movement_labs_public2/images/1300%20JOE%20FRANK%20HARRIS%20PWY%2C%20CARTERSVILLE%2C%20GA%2030120/11/polling_street.jpg,05/11/2026 - 05/15/2026 8:00 AM - 6:00 PM (Advanced Polling Location),34.2062407,-84.8141196,,,
602 S GRANT ST_FITZGERALD_GA_31750,BENHILL,BOARD OF ELECTIONS,"602 S. Grant St, Fitzgerald, GA 31750",602 S Grant St,Fitzgerald,GA,31750,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/602%20S%20GRANT%20ST%2C%20FITZGERALD%2C%20GA%2C%2031750.png,05/11/2026 - 05/15/2026 7:30 AM - 5:00 PM (Advanced Polling Location),31.708938,-83.2524546,,,
201 N DAVIS ST_NASHVILLE_GA_31639,BERRIEN,COUNTY ADMIN BUILDING,"201 N Davis St, Nashville, GA 31639",201 N Davis St,Nashville,GA,31639,https://storage.googleapis.com/movement_labs_public2/images/201%20N.%20DAVIS%20ST.%2C%20NASHVILLE%2C%20GA%2031639/13/polling_street.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),31.2085294,-83.2497989,,,
"106 E CHERRY ST, COURTHOUSE ANNEX_COCHRAN_GA_31014",BLECKLEY,BOARD OF ELECTIONS AND REGISTRATION,"106 E Cherry St Courthouse Annex, Cochran, GA 31014","106 E Cherry St, Courthouse Annex",Cochran,GA,31014,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/106%20E%20Cherry%20St%2C%20Cochran%2C%20GA%2031014/street_view/20d5fd1961535553d262e7f8be8174fb7e02df74f5f6f9252d2bddb1b1dc7583.jpg,05/15/2026 - 05/15/2026 8:30 AM - 5:00 PM (Advanced Polling Location),32.3880136,-83.3551066,MODIFIED: hours_advanced_polling 05/15/2026,,
610 S HIGHLAND RD_QUITMAN_GA_31643,BROOKS,MAIN ELECTIONS OFFICE,"610 S Highland Rd, Quitman, GA 31643",610 S Highland Rd,Quitman,GA,31643,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/610%20S%20Highland%20Rd%2C%20Quitman%2C%20GA%2031643/street_view/646dec29e5d11e00ccdaca501d71696e7f05be2fec6f720d54c70b9090ee3320.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),30.7797979,-83.5521971,,04/25/2026,
91 LANIER ST_PEMBROKE_GA_31321,BRYAN,HARN COMMUNITY CENTER,"91 Lanier Street, Pembroke, GA 31321",91 Lanier St,Pembroke,GA,31321,https://storage.googleapis.com/movement_labs_public2/images/91%20LANIER%20STREET%2C%20PEMBROKE%2C%20GA%2031321/20/polling_street.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),32.1338757,-81.6203818,,,
508 TIMBER TRL_RICHMOND HILL_GA_31324,BRYAN,RICHMOND HILL RECREATION COMPLEX,"508 Timber Trail, Richmond Hill, GA 31324",508 Timber Trl,Richmond Hill,GA,31324,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/508%20Timber%20Trail%2C%20Richmond%20Hill%2C%20GA%2031324/street_view/a4db54cce924aa261461cff4e59d37ba951e5a0e0af56e0018fd5ca917341c08.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),31.9270352,-81.3045618,,,
"113, STE 201, ELECTIONS_STATESBORO_GA_30458",BULLOCH,BULLOCH COUNTY ANNEX,"113 Ste 201 Elections, Statesboro, GA 30458","113, Ste 201, Elections",Statesboro,GA,30458,https://storage.googleapis.com/movement_labs_public2/images/113%20NORTH%20MAIN%20ST%2C%20STATESBORO%2C%20GA%2030458/22/polling_street.jpg,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),32.3998901,-81.7549151,,,
"31 COURT ST, STE F_MORGAN_GA_39866",CALHOUN,REGISTRAR OFFICE,"31 Court St Suite F, Morgan, GA 39866","31 Court St, Ste F",Morgan,GA,39866,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/31%20Court%20St%20Suite%20F%2C%20Morgan%2C%20GA%2039866/street_view/c97a9f65b06e6951fc204a3cf8018bd3c8b709a57c02d52ca69c7b7e6e23b4eb.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),31.5376913,-84.5998151,,,
200 E 4TH ST_WOODBINE_GA_31569,CAMDEN,WOODBINE ADVANCE IN PERSON,"200 E 4Th St, Woodbine, GA 31569",200 E 4th St,Woodbine,GA,31569,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/200%20E%204th%20St%2C%20Woodbine%2C%20GA%2031569/street_view/ee67dc59d82ce8dfcf512444de091bb2ef6f3f186ccc77d8c37aabf13b8762c0.jpg,05/09/2026 - 05/09/2026 9:00 AM - 5:00 PM (Advanced Polling Location),30.9683435,-81.7207486,REMOVED 05/14/2026,,05/10/2026
107 N GROSS RD_KINGSLAND_GA_31548,CAMDEN,CAMDEN COUNTY ANNEX ADVANCE IN PERSON,"107 N Gross Rd, Kingsland, GA 31548",107 N Gross Rd,Kingsland,GA,31548,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/107%20N%20GROSS%20RD%2C%20KINGSLAND%2C%20GA%2C%2031548.png,05/11/2026 - 05/15/2026 8:00 AM - 6:00 PM (Advanced Polling Location),30.8051016,-81.6320927,,04/25/2026,
621 W PINE ST_METTER_GA_30439,CANDLER,JACK STRICKLAND COMMUNITY CENTER,"621 W Pine Street, Metter, GA 30439",621 W Pine St,Metter,GA,30439,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/621%20W%20Pine%20St%2C%20Metter%2C%20GA%2030439/street_view/c24d3a5038bb82a8b5f4aa83162ac14fa2dc98be430a9abb6be7ce291cdbd50f.jpg,05/11/2026 - 05/15/2026 8:30 AM - 5:00 PM (Advanced Polling Location),32.3927246,-82.0710646,,,
997 NEWNAN RD_CARROLLTON_GA_-6476,CARROLL,COUNTY ADMINISTRATION BUILDING,"997 Newnan Rd, Carrollton, GA 30116-6476",997 Newnan Rd,Carrollton,GA,-6476,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/997%20Newnan%20Rd%2C%20Carrollton%2C%20GA%2030116/street_view/5772b1f3b6cf4e1e4f54e215065a61305d11d4a817e124d0c96439d50d6586e9.jpg,05/11/2026 - 05/15/2026 8:30 AM - 5:00 PM (Advanced Polling Location),33.567166,-85.0476222,,,
5238 EVITT ST_RINGGOLD_GA_30736,CATOOSA,RINGGOLD PRECINCT,"5238 Evitt St, Ringgold, GA 30736",5238 Evitt St,Ringgold,GA,30736,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/5238%20EVITT%20ST%2C%20RINGGOLD%2C%20GA%2C%2030736.png,05/15/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),34.9160681,-85.1065128,MODIFIED: hours_advanced_polling 05/15/2026,,
3319 LAKEVIEW DR_ROSSVILLE_GA_30741,CATOOSA,WESTSIDE PRECINCT,"3319 Lakeview Dr, Rossville, GA 30741",3319 Lakeview Dr,Rossville,GA,30741,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/3319%20LAKEVIEW%20DR%2C%20ROSSVILLE%2C%20GA%2C%2030741.png,05/15/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),34.9615437,-85.225181,MODIFIED: hours_advanced_polling 05/15/2026,,
1520 THIRD ST_FOLKSTON_GA_31537,CHARLTON,ELECTIONS OFFICE,"1520 Third Street, Folkston, GA 31537",1520 Third St,Folkston,GA,31537,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/1520%203rd%20St%2C%20Folkston%2C%20GA%2031537/street_view/7e299d0a3440d3879fc57f0ac18dd159f3b08443ecf7310e4ad950ee36392b55.jpg,05/11/2026 - 05/15/2026 8:30 AM - 5:00 PM (Advanced Polling Location),30.831928,-82.004905,,,
301 OGLETHORPE AVE_SAVANNAH_GA_31401,CHATHAM,CIVIC CENTER,"301 Oglethorpe Ave, Savannah, GA 31401",301 Oglethorpe Ave,Savannah,GA,31401,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/301%20OGLETHORPE%20AVE%2C%20SAVANNAH%2C%20GA%2C%2031401.png,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),32.0765792,-81.0970224,,,
104 SUNSHINE RD_GARDEN CITY_GA_31405,CHATHAM,GARDEN CITY LIBRARY,"104 Sunshine Rd, Garden City, GA 31405",104 Sunshine Rd,Garden City,GA,31405,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/104%20Sunshine%20Rd%2C%20Garden%20City%2C%20GA%2031405/places_api/d977937fe96c820f03e90ad3631176c4880775e0ef811d1f13227354e935b6d7.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),32.0614802,-81.206482,,,
50 JOHNNY MERCER BLVD_SAVANNAH_GA_31410,CHATHAM,ISLANDS LIBRARY,"50 Johnny Mercer Blvd, Savannah, GA 31410",50 Johnny Mercer Blvd,Savannah,GA,31410,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/50%20Johnny%20Mercer%20Blvd%2C%20Savannah%2C%20GA%2031410/places_api/8dbe2a968bcb639e9e6f50f2ca871cb5efc3e45b1de40efbb79d7ce8164216df.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),32.0360708,-81.0084306,,,
65 BILLY B HAIR DR_SAVANNAH_GA_31407,CHATHAM,MOSQUITO CONTROL,"65 Billy B Hair Dr, Savannah, GA 31407",65 Billy B Hair Dr,Savannah,GA,31407,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/65%20Billy%20B.%20Hair%20Dr%2C%20Savannah%2C%20GA%2031408/street_view/7a40203e92134d92254f4d76df7ca6308f83026b5ada525a21cacfb7dcafe942.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),32.1171676,-81.1920757,,,
14097 ABERCORN ST_SAVANNAH_GA_31419,CHATHAM,SOUTHWEST LIBRARY,"14097 Abercorn St, Savannah, GA 31419",14097 Abercorn St,Savannah,GA,31419,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/14097%20Abercorn%20St%2C%20Savannah%2C%20GA%2031419/street_view/0948fcac0e0c3466f14b86f6dfecfb2343b253d1725de81b80425803c674d5a0.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),31.9856608,-81.1759368,,,
1249 EISENHOWER DR_SAVANNAH_GA_31406,CHATHAM,VOTER REGISTRATION ANNEX,"1249 Eisenhower Dr, Savannah, GA 31406",1249 Eisenhower Dr,Savannah,GA,31406,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/1249%20EISENHOWER%20DR%2C%20SAVANNAH%2C%20GA%2C%2031406.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),32.005195,-81.09769,,,
215 MCNAUGHTON_CUSSETA_GA_31805,CHATTAHOOCHEE,UNIFIED GOVT OFFICES OF CUSSETA-CHATTAHOOCHEE COUNTY,"215 Mcnaughton, Cusseta, GA 31805",215 Mcnaughton,Cusseta,GA,31805,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/215%20MCNAUGHTON%2C%20CUSSETA%2C%20GA%2C%2031805.png,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),32.3084274,-84.7648088,,,
10017 COMMERCE ST_SUMMERVILLE_GA_30747,CHATTOOGA,CHATTOOGA COUNTY REGISTRARS OFFICE,"10017 Commerce St, Summerville, GA 30747",10017 Commerce St,Summerville,GA,30747,https://storage.googleapis.com/movement_labs_public2/images/10017%20COMMERCE%20ST%2C%20SUMMERVILLE%2C%20GA%2030747/40/polling_street.jpg,05/11/2026 - 05/15/2026 8:30 AM - 5:00 PM (Advanced Polling Location),34.4801993,-85.3486283,,,
435 OLD CANTON RD_BALL GROUND_GA_30107,CHEROKEE,BALL GROUND PUBLIC LIBRARY,"435 Old Canton Rd, Ball Ground, GA 30107",435 Old Canton Rd,Ball Ground,GA,30107,https://storage.googleapis.com/movement_labs_public2/images/435%20OLD%20CANTON%20RD%2C%20BALL%20GROUND%2C%20GA%2030107/41/polling_street.jpg,05/11/2026 - 05/15/2026 8:30 AM - 7:00 PM (Advanced Polling Location),34.3404804,-84.3782509,,,
193 LAMAR HALEY PKWY_CANTON_GA_30114,CHEROKEE,CHEROKEE COUNTY BOARD OF ELECTIONS,"193 Lamar Haley Pkwy, Canton, GA 30114",193 Lamar Haley Pkwy,Canton,GA,30114,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/193%20Lamar%20Haley%20Pkwy%2C%20Canton%2C%20GA%2030114/street_view/52f6bbca4bc33c3fa7477bb7b3b9b305a864dd0ae9ca0bf06e458d0364a9fda1.jpg,05/11/2026 - 05/15/2026 8:30 AM - 7:00 PM (Advanced Polling Location),34.241179,-84.474664,,,
2740 E CHEROKEE DR_CANTON_GA_30115,CHEROKEE,HICKORY FLAT PUBLIC LIBRARY,"2740 E Cherokee Dr, Canton, GA 30115",2740 E Cherokee Dr,Canton,GA,30115,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2740%20E%20Cherokee%20Dr%2C%20Canton%2C%20GA%2030115/street_view/5211e4a82eb07bf952e995fef3ca3f0a1397ef5c029588964522fc75fa515dd2.jpg,05/11/2026 - 05/15/2026 8:30 AM - 7:00 PM (Advanced Polling Location),34.1704263,-84.4214519,,,
100 RIDGE MILL CT_ACWORTH_GA_30102,CHEROKEE,OAK GROVE FIRE STATION 19 COMMUNITY CENTER,"100 Ridge Mill Ct, Acworth, GA 30102",100 Ridge Mill Ct,Acworth,GA,30102,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/100%20Ridge%20Mill%20Ct%2C%20Acworth%2C%20GA%2030102/places_api/242cb600b2e0b9c7bc7b73635919b54bf63720bc5d9afaadf9d6771361be90ea.jpg,05/11/2026 - 05/15/2026 8:30 AM - 7:00 PM (Advanced Polling Location),34.0961646,-84.6229717,,,
4476 TOWNE LAKE PKWY_WOODSTOCK_GA_30189,CHEROKEE,ROSE CREEK PUBLIC LIBRARY,"4476 Towne Lake Parkway, Woodstock, GA 30189",4476 Towne Lake Pkwy,Woodstock,GA,30189,https://storage.googleapis.com/movement_labs_public2/images/4476%20TOWNE%20LAKE%20PARKWAY%2C%20WOODSTOCK%2C%20GA%2030189/45/polling_street.jpg,05/11/2026 - 05/15/2026 8:30 AM - 7:00 PM (Advanced Polling Location),34.1290607,-84.5725586,,,
"7545 N MAIN ST, BUILDING 200_WOODSTOCK_GA_30188",CHEROKEE,SOUTH CHEROKEE ANNEX REC CENTER,"7545 North Main Street, Building 200, Woodstock, GA 30188","7545 N Main St, Building 200",Woodstock,GA,30188,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/7545%20Main%20St%20Ste.%20200%2C%20Woodstock%2C%20GA%2030188/street_view/cb4057323d464fadbc1801bc0ce9cd8a45bcadc4020bebd162462e9b758691ea.jpg,05/11/2026 - 05/15/2026 8:30 AM - 7:00 PM (Advanced Polling Location),34.1144504,-84.5126392,,,
7345 CUMMING HWY_CANTON_GA_30115,CHEROKEE,THE BUZZ AHRENS RECREATION CENTER,"7345 Cumming Hwy, Canton, GA 30115",7345 Cumming Hwy,Canton,GA,30115,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/7345%20Cumming%20Hwy%2C%20Canton%2C%20GA%2030115/street_view/00e3bf85b7195f3d0e0229a7ff8546722ee0bf97c18f4e440b3b7eb27844a7bc.jpg,05/11/2026 - 05/15/2026 8:30 AM - 7:00 PM (Advanced Polling Location),34.2508079,-84.3712265,,,
2025 BAXTER ST_ATHENS_GA_30606,CLARKE,ATHENS REGIONAL LIBRARY,"2025 Baxter Street, Athens, GA 30606",2025 Baxter St,Athens,GA,30606,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/2025%20Baxter%20St%2C%20Athens%2C%20GA%2030606/places_api/d3fb73425fbfbd56f21eb3b577a6471c032325c98272353dff05ee391d98ba63.jpg,05/15/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),33.9449972,-83.403621,MODIFIED: hours_advanced_polling 05/15/2026,,
155 E WASHINGTON ST_ATHENS_GA_30601,CLARKE,ELECTIONS OFFICE,"155 E. Washington Street, Athens, GA 30601",155 E Washington St,Athens,GA,30601,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/155%20E%20Washington%20St%2C%20Athens%2C%20GA%2030601/street_view/417e4d6fb784d07dd653f3da4b7449a7df4518549128c2868925c31bac409744.jpg,05/15/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),33.9594219,-83.376735,MODIFIED: hours_advanced_polling 05/15/2026,,
210 S WASHINGTON ST_FORT GAINES_GA_39851,CLAY,CLAY COUNTY COURTHOUSE,"210 S Washington St, Fort Gaines, GA 39851",210 S Washington St,Fort Gaines,GA,39851,https://storage.googleapis.com/ml-data-332522-polling-images-public/images/210%20Washington%20St%2C%20Fort%20Gaines%2C%20GA%2039851/places_api/8b7fc5c290117fcb63b7670c08b40aedf434f328a5ca6e684fc9bad3ff4854a6.jpg,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),31.6053156,-85.0486467,,,
3499 REX RD_REX_GA_30273,CLAYTON,CARL RHODENIZER RECREATION CENTER,"3499 Rex Road, Rex, GA 30273",3499 Rex Rd,Rex,GA,30273,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/3499%20REX%20RD_REX_GA_30273.png,05/11/2026 - 05/15/2026 8:00 AM - 7:00 PM (Advanced Polling Location),33.5872197,-84.2769284,,,
5087 PARK AVE_FOREST PARK_GA_30297,CLAYTON,CITY OF FOREST PARK SENIOR CENTER,"5087 Park Avenue, Forest Park, GA 30297",5087 Park Ave,Forest Park,GA,30297,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/compressed_5087%20PARK%20AVE_FOREST%20PARK_GA_30297.png,05/11/2026 - 05/15/2026 8:00 AM - 7:00 PM (Advanced Polling Location),33.6161194,-84.3683754,,,
6131 RIVERDALE RD_RIVERDALE_GA_30274,CLAYTON,CLAYTON COUNTY LIBRARY NORTHWEST BRANCH,"6131 Riverdale Road, Riverdale, GA 30274",6131 Riverdale Rd,Riverdale,GA,30274,https://storage.googleapis.com/movement_labs_public2/images/6131%20RIVERDALE%20ROAD%2C%20RIVERDALE%2C%20GA%2030274/55/polling_street.jpg,05/11/2026 - 05/15/2026 8:00 AM - 7:00 PM (Advanced Polling Location),33.5871826,-84.4231004,,,
121 S MCDONOUGH ST_JONESBORO_GA_30236,CLAYTON,ELECTIONS AND REGISTRATION,"121 S. Mcdonough Street, Jonesboro, GA 30236",121 S Mcdonough St,Jonesboro,GA,30236,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/121%20S%20MCDONOUGH%20ST_JONESBORO_GA_30236.png,05/11/2026 - 05/15/2026 8:00 AM - 7:00 PM (Advanced Polling Location),33.5202296,-84.3525618,,,
153 FLINT RIVER RD_JONESBORO_GA_30274,CLAYTON,FLINT RIVER COMMUNITY CENTER,"153 Flint River Rd, Jonesboro, GA 30274",153 Flint River Rd,Jonesboro,GA,30274,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/compressed_153%20FLINT%20RIVER%20RD_JONESBORO_GA_30274.png,05/11/2026 - 05/15/2026 8:00 AM - 7:00 PM (Advanced Polling Location),33.5181343,-84.3838011,,,
2300 WALT STEPHENS RD_JONESBORO_GA_30236,CLAYTON,LAKE SPIVEY RECREATION CENTER,"2300 Walt Stephens Rd, Jonesboro, GA 30236",2300 Walt Stephens Rd,Jonesboro,GA,30236,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/2300%20WALT%20STEPHENS%20RD_JONESBORO_GA_30236.png,05/11/2026 - 05/15/2026 8:00 AM - 7:00 PM (Advanced Polling Location),33.5220143,-84.3150158,,,
865 BATTLE CREEK RD_JONESBORO_GA_30236,CLAYTON,LEE HEADQUARTERS LIBRARY,"865 Battle Creek Rd, Jonesboro, GA 30236",865 Battle Creek Rd,Jonesboro,GA,30236,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/compressed_865%20BATTLE%20CREEK%20RD_JONESBORO_GA_30236.png,05/11/2026 - 05/15/2026 8:00 AM - 7:00 PM (Advanced Polling Location),33.5532917,-84.3633391,,,
1500 MORROW RD_MORROW_GA_30260,CLAYTON,MORROW MUNICIPAL COMPLEX,"1500 Morrow Road, Morrow, GA 30260",1500 Morrow Rd,Morrow,GA,30260,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/compressed_1500%20MORROW%20RD_MORROW_GA_30260.png,05/11/2026 - 05/15/2026 8:00 AM - 7:00 PM (Advanced Polling Location),33.5836916,-84.3405656,,,
3215 ANVIL BLOCK RD_ELLENWOOD_GA_30294,CLAYTON,SONNA SINGLETON GREGORY SENIOR CENTER,"3215 Anvil Block Rd, Ellenwood, GA 30294",3215 Anvil Block Rd,Ellenwood,GA,30294,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/compressed_3215%20ANVIL%20BLOCK%20RD_ELLENWOOD_GA_30294.png,05/11/2026 - 05/15/2026 8:00 AM - 7:00 PM (Advanced Polling Location),33.6304626,-84.2848757,,,
1837 MCDONOUGH RD_HAMPTON_GA_30228,CLAYTON,SOUTH CLAYTON RECREATION CENTER,"1837 Mcdonough Road, Hampton, GA 30228",1837 Mcdonough Rd,Hampton,GA,30228,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/1837%20MCDONOUGH%20RD_HAMPTON_GA_30228.png,05/11/2026 - 05/15/2026 8:00 AM - 7:00 PM (Advanced Polling Location),33.4476294,-84.3316024,,,
1475 E FAYETTEVILLE RD_RIVERDALE_GA_30274,CLAYTON,VIRGINIA BURTON GRAY RECREATION CTR,"1475 East Fayetteville Road, Riverdale, GA 30274",1475 E Fayetteville Rd,Riverdale,GA,30274,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/compressed_1475%20E%20FAYETTEVILLE%20RD_RIVERDALE_GA_30274.png,05/11/2026 - 05/15/2026 8:00 AM - 7:00 PM (Advanced Polling Location),33.5912927,-84.4372056,,,
995 ROSWELL ST NE_MARIETTA_GA_30060,COBB,MAIN OFFICE  MANSOUR,"995 Roswell St Ne, Marietta, GA 30060",995 Roswell St Ne,Marietta,GA,30060,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2026%20Georgia%20EV/compressed_995%20ROSWELL%20ST%20NE_MARIETTA_GA_30060.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),33.9518012,-84.5230381,,04/25/2026,04/25/2026
2753 WATTS DR_KENNESAW GA_30144_2720,COBB,BEN ROBERTSON COMMUNITY CENTER,"2753 Watts Dr, Kennesaw Ga, 30144 2720",2753 Watts Dr,Kennesaw Ga,30144,2720,https://storage.googleapis.com/mlabs-ops-public/PollingCorrections2025/2025%20Georgia%20Archive/2753%20WATTS%20DR%2C%20KENNESAW%2C%20GA%2C%2030144.png,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),34.0216364,-84.6210934,,04/25/2026,
